Drug Type,Demographic,Death Rate,Year
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),7.208,2014
Synthetic opioids,Overall,1.8,2014
Synthetic opioids,White (Non-Hispanic),2.4,2014
Synthetic opioids,Black (Non-Hispanic),1.1,2014
Synthetic opioids,Asian (Non-Hispanic),0.2,2014
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2014
Synthetic opioids,Hispanic,0.6,2014
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),1.7,2014
Heroin,Overall,3.4,2014
Heroin,White (Non-Hispanic),4.4,2014
Heroin,Black (Non-Hispanic),2.5,2014
Heroin,Asian (Non-Hispanic),0.3,2014
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2014
Heroin,Hispanic,1.9,2014
Heroin,American Indian or Alaska Native (Non-Hispanic),3.7,2014
Stimulants,Overall,3.0,2014
Stimulants,White (Non-Hispanic),3.3,2014
Stimulants,Black (Non-Hispanic),3.8,2014
Stimulants,Asian (Non-Hispanic),,2014
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2014
Stimulants,Hispanic,1.9,2014
Stimulants,American Indian or Alaska Native (Non-Hispanic),5.9,2014
Cocaine,Overall,1.7,2014
Cocaine,White (Non-Hispanic),1.7,2014
Cocaine,Black (Non-Hispanic),3.4,2014
Cocaine,Asian (Non-Hispanic),0.2,2014
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2014
Cocaine,Hispanic,1.0,2014
Cocaine,American Indian or Alaska Native (Non-Hispanic),1.4,2014
Psychostimulants,Overall,1.4,2014
Psychostimulants,White (Non-Hispanic),1.7,2014
Psychostimulants,Black (Non-Hispanic),0.5,2014
Psychostimulants,Asian (Non-Hispanic),0.5,2014
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2014
Psychostimulants,Hispanic,1.0,2014
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),4.5,2014
Total Overdose Deaths,Overall,16.3,2015
Total Overdose Deaths,White (Non-Hispanic),21.1,2015
Total Overdose Deaths,Black (Non-Hispanic),12.2,2015
Total Overdose Deaths,Asian (Non-Hispanic),,2015
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Total Overdose Deaths,Hispanic,7.7,2015
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),21.2,2015
Any opioid,Overall,10.4,2015
Any opioid,White (Non-Hispanic),13.9,2015
Any opioid,Black (Non-Hispanic),6.6,2015
Any opioid,Asian (Non-Hispanic),1.1,2015
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Any opioid,Hispanic,4.6,2015
Any opioid,American Indian or Alaska Native (Non-Hispanic),12.1,2015
Prescription opioids,Overall,4.7,2015
Prescription opioids,White (Non-Hispanic),6.4,2015
Prescription opioids,Black (Non-Hispanic),2.6,2015
Prescription opioids,Asian (Non-Hispanic),0.5,2015
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Prescription opioids,Hispanic,1.8,2015
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),6.992,2015
Synthetic opioids,Overall,3.1,2015
Synthetic opioids,White (Non-Hispanic),4.2,2015
Synthetic opioids,Black (Non-Hispanic),2.1,2015
Synthetic opioids,Asian (Non-Hispanic),0.2,2015
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Synthetic opioids,Hispanic,0.9,2015
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),2.0,2015
Heroin,Overall,4.1,2015
Heroin,White (Non-Hispanic),5.4,2015
Heroin,Black (Non-Hispanic),3.1,2015
Heroin,Asian (Non-Hispanic),0.5,2015
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Heroin,Hispanic,2.3,2015
Heroin,American Indian or Alaska Native (Non-Hispanic),4.4,2015
Stimulants,Overall,3.8,2015
Stimulants,White (Non-Hispanic),4.3,2015
Stimulants,Black (Non-Hispanic),4.7,2015
Stimulants,Asian (Non-Hispanic),,2015
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Stimulants,Hispanic,2.5,2015
Stimulants,American Indian or Alaska Native (Non-Hispanic),6.7,2015
Cocaine,Overall,2.1,2015
Cocaine,White (Non-Hispanic),2.2,2015
Cocaine,Black (Non-Hispanic),4.0,2015
Cocaine,Asian (Non-Hispanic),0.3,2015
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Cocaine,Hispanic,1.3,2015
Cocaine,American Indian or Alaska Native (Non-Hispanic),1.6,2015
Psychostimulants,Overall,1.8,2015
Psychostimulants,White (Non-Hispanic),2.2,2015
Psychostimulants,Black (Non-Hispanic),0.8,2015
Psychostimulants,Asian (Non-Hispanic),0.7,2015
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2015
Psychostimulants,Hispanic,1.4,2015
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),5.4,2015
Total Overdose Deaths,Overall,19.8,2016
Total Overdose Deaths,White (Non-Hispanic),25.3,2016
Total Overdose Deaths,Black (Non-Hispanic),17.1,2016
Total Overdose Deaths,Asian (Non-Hispanic),,2016
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Total Overdose Deaths,Hispanic,9.5,2016
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),24.2,2016
Any opioid,Overall,13.3,2016
Any opioid,White (Non-Hispanic),17.5,2016
Any opioid,Black (Non-Hispanic),10.3,2016
Any opioid,Asian (Non-Hispanic),1.5,2016
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Any opioid,Hispanic,6.1,2016
Any opioid,American Indian or Alaska Native (Non-Hispanic),13.9,2016
Prescription opioids,Overall,5.2,2016
Prescription opioids,White (Non-Hispanic),7.0,2016
Prescription opioids,Black (Non-Hispanic),3.3,2016
Prescription opioids,Asian (Non-Hispanic),0.7,2016
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Prescription opioids,Hispanic,2.1,2016
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),6.524,2016
Synthetic opioids,Overall,6.2,2016
Synthetic opioids,White (Non-Hispanic),8.2,2016
Synthetic opioids,Black (Non-Hispanic),5.6,2016
Synthetic opioids,Asian (Non-Hispanic),0.6,2016
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Synthetic opioids,Hispanic,2.7,2016
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),4.1,2016
Heroin,Overall,4.9,2016
Heroin,White (Non-Hispanic),6.3,2016
Heroin,Black (Non-Hispanic),4.5,2016
Heroin,Asian (Non-Hispanic),0.5,2016
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Heroin,Hispanic,2.8,2016
Heroin,American Indian or Alaska Native (Non-Hispanic),5.0,2016
Stimulants,Overall,5.4,2016
Stimulants,White (Non-Hispanic),6.1,2016
Stimulants,Black (Non-Hispanic),7.1,2016
Stimulants,Asian (Non-Hispanic),,2016
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Stimulants,Hispanic,3.4,2016
Stimulants,American Indian or Alaska Native (Non-Hispanic),8.7,2016
Cocaine,Overall,3.2,2016
Cocaine,White (Non-Hispanic),3.4,2016
Cocaine,Black (Non-Hispanic),6.1,2016
Cocaine,Asian (Non-Hispanic),0.4,2016
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Cocaine,Hispanic,2.0,2016
Cocaine,American Indian or Alaska Native (Non-Hispanic),2.1,2016
Psychostimulants,Overall,2.4,2016
Psychostimulants,White (Non-Hispanic),3.0,2016
Psychostimulants,Black (Non-Hispanic),1.2,2016
Psychostimulants,Asian (Non-Hispanic),0.8,2016
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2016
Psychostimulants,Hispanic,1.5,2016
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),6.9,2016
Total Overdose Deaths,Overall,21.7,2017
Total Overdose Deaths,White (Non-Hispanic),27.5,2017
Total Overdose Deaths,Black (Non-Hispanic),20.6,2017
Total Overdose Deaths,Asian (Non-Hispanic),,2017
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Total Overdose Deaths,Hispanic,10.6,2017
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),25.7,2017
Any opioid,Overall,14.9,2017
Any opioid,White (Non-Hispanic),19.4,2017
Any opioid,Black (Non-Hispanic),12.9,2017
Any opioid,Asian (Non-Hispanic),1.6,2017
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Any opioid,Hispanic,6.8,2017
Any opioid,American Indian or Alaska Native (Non-Hispanic),15.7,2017
Prescription opioids,Overall,5.2,2017
Prescription opioids,White (Non-Hispanic),6.9,2017
Prescription opioids,Black (Non-Hispanic),3.5,2017
Prescription opioids,Asian (Non-Hispanic),0.6,2017
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Prescription opioids,Hispanic,2.2,2017
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),7.235,2017
Synthetic opioids,Overall,9.0,2017
Synthetic opioids,White (Non-Hispanic),11.9,2017
Synthetic opioids,Black (Non-Hispanic),9.0,2017
Synthetic opioids,Asian (Non-Hispanic),0.8,2017
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Synthetic opioids,Hispanic,3.7,2017
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),6.5,2017
Heroin,Overall,4.9,2017
Heroin,White (Non-Hispanic),6.1,2017
Heroin,Black (Non-Hispanic),4.9,2017
Heroin,Asian (Non-Hispanic),0.5,2017
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Heroin,Hispanic,2.9,2017
Heroin,American Indian or Alaska Native (Non-Hispanic),5.2,2017
Stimulants,Overall,7.2,2017
Stimulants,White (Non-Hispanic),8.3,2017
Stimulants,Black (Non-Hispanic),9.5,2017
Stimulants,Asian (Non-Hispanic),,2017
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Stimulants,Hispanic,4.3,2017
Stimulants,American Indian or Alaska Native (Non-Hispanic),10.7,2017
Cocaine,Overall,4.3,2017
Cocaine,White (Non-Hispanic),4.6,2017
Cocaine,Black (Non-Hispanic),8.3,2017
Cocaine,Asian (Non-Hispanic),0.6,2017
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Cocaine,Hispanic,2.5,2017
Cocaine,American Indian or Alaska Native (Non-Hispanic),2.5,2017
Psychostimulants,Overall,3.2,2017
Psychostimulants,White (Non-Hispanic),4.2,2017
Psychostimulants,Black (Non-Hispanic),1.6,2017
Psychostimulants,Asian (Non-Hispanic),1.0,2017
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2017
Psychostimulants,Hispanic,2.0,2017
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),8.5,2017
Total Overdose Deaths,Overall,20.7,2018
Total Overdose Deaths,White (Non-Hispanic),25.9,2018
Total Overdose Deaths,Black (Non-Hispanic),21.3,2018
Total Overdose Deaths,Asian (Non-Hispanic),3.0,2018
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),12.3,2018
Total Overdose Deaths,Hispanic,11.0,2018
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),26.8,2018
Any opioid,Overall,14.6,2018
Any opioid,White (Non-Hispanic),18.8,2018
Any opioid,Black (Non-Hispanic),14.1,2018
Any opioid,Asian (Non-Hispanic),1.3,2018
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),4.0,2018
Any opioid,Hispanic,7.5,2018
Any opioid,American Indian or Alaska Native (Non-Hispanic),13.8,2018
Prescription opioids,Overall,4.5,2018
Prescription opioids,White (Non-Hispanic),6.0,2018
Prescription opioids,Black (Non-Hispanic),3.3,2018
Prescription opioids,Asian (Non-Hispanic),0.4,2018
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2018
Prescription opioids,Hispanic,2.0,2018
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),4.722,2018
Synthetic opioids,Overall,9.9,2018
Synthetic opioids,White (Non-Hispanic),12.7,2018
Synthetic opioids,Black (Non-Hispanic),11.2,2018
Synthetic opioids,Asian (Non-Hispanic),0.9,2018
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2018
Synthetic opioids,Hispanic,4.7,2018
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),7.0,2018
Heroin,Overall,4.7,2018
Heroin,White (Non-Hispanic),5.9,2018
Heroin,Black (Non-Hispanic),4.9,2018
Heroin,Asian (Non-Hispanic),0.3,2018
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2018
Heroin,Hispanic,3.1,2018
Heroin,American Indian or Alaska Native (Non-Hispanic),4.8,2018
Stimulants,Overall,8.0,2018
Stimulants,White (Non-Hispanic),9.1,2018
Stimulants,Black (Non-Hispanic),10.8,2018
Stimulants,Asian (Non-Hispanic),1.3,2018
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),8.4,2018
Stimulants,Hispanic,5.2,2018
Stimulants,American Indian or Alaska Native (Non-Hispanic),13.6,2018
Cocaine,Overall,4.5,2018
Cocaine,White (Non-Hispanic),4.7,2018
Cocaine,Black (Non-Hispanic),9.1,2018
Cocaine,Asian (Non-Hispanic),0.5,2018
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2018
Cocaine,Hispanic,3.0,2018
Cocaine,American Indian or Alaska Native (Non-Hispanic),3.0,2018
Psychostimulants,Overall,3.9,2018
Psychostimulants,White (Non-Hispanic),5.0,2018
Psychostimulants,Black (Non-Hispanic),2.2,2018
Psychostimulants,Asian (Non-Hispanic),0.9,2018
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),7.4,2018
Psychostimulants,Hispanic,2.5,2018
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),11.1,2018
Total Overdose Deaths,Overall,21.6,2019
Total Overdose Deaths,White (Non-Hispanic),26.2,2019
Total Overdose Deaths,Black (Non-Hispanic),24.8,2019
Total Overdose Deaths,Asian (Non-Hispanic),3.3,2019
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),9.5,2019
Total Overdose Deaths,Hispanic,12.7,2019
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),30.5,2019
Any opioid,Overall,15.5,2019
Any opioid,White (Non-Hispanic),19.2,2019
Any opioid,Black (Non-Hispanic),17.3,2019
Any opioid,Asian (Non-Hispanic),1.5,2019
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2019
Any opioid,Hispanic,8.8,2019
Any opioid,American Indian or Alaska Native (Non-Hispanic),17.7,2019
Prescription opioids,Overall,4.2,2019
Prescription opioids,White (Non-Hispanic),5.5,2019
Prescription opioids,Black (Non-Hispanic),3.5,2019
Prescription opioids,Asian (Non-Hispanic),0.4,2019
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2019
Prescription opioids,Hispanic,2.0,2019
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),5.4,2019
Synthetic opioids,Overall,11.4,2019
Synthetic opioids,White (Non-Hispanic),14.0,2019
Synthetic opioids,Black (Non-Hispanic),14.4,2019
Synthetic opioids,Asian (Non-Hispanic),1.1,2019
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2019
Synthetic opioids,Hispanic,6.3,2019
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),10.8,2019
Heroin,Overall,4.4,2019
Heroin,White (Non-Hispanic),5.2,2019
Heroin,Black (Non-Hispanic),5.1,2019
Heroin,Asian (Non-Hispanic),0.4,2019
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2019
Heroin,Hispanic,3.1,2019
Heroin,American Indian or Alaska Native (Non-Hispanic),5.3,2019
Stimulants,Overall,9.3,2019
Stimulants,White (Non-Hispanic),10.5,2019
Stimulants,Black (Non-Hispanic),13.0,2019
Stimulants,Asian (Non-Hispanic),1.6,2019
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),7.3,2019
Stimulants,Hispanic,6.2,2019
Stimulants,American Indian or Alaska Native (Non-Hispanic),16.3,2019
Cocaine,Overall,4.9,2019
Cocaine,White (Non-Hispanic),4.7,2019
Cocaine,Black (Non-Hispanic),10.8,2019
Cocaine,Asian (Non-Hispanic),0.7,2019
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2019
Cocaine,Hispanic,3.4,2019
Cocaine,American Indian or Alaska Native (Non-Hispanic),3.9,2019
Psychostimulants,Overall,5.0,2019
Psychostimulants,White (Non-Hispanic),6.5,2019
Psychostimulants,Black (Non-Hispanic),2.9,2019
Psychostimulants,Asian (Non-Hispanic),1.0,2019
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),6.6,2019
Psychostimulants,Hispanic,3.1,2019
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),13.1,2019
Total Overdose Deaths,Overall,28.3,2020
Total Overdose Deaths,White (Non-Hispanic),33.1,2020
Total Overdose Deaths,Black (Non-Hispanic),35.8,2020
Total Overdose Deaths,Asian (Non-Hispanic),4.6,2020
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),13.7,2020
Total Overdose Deaths,Hispanic,17.6,2020
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),42.5,2020
Any opioid,Overall,21.4,2020
Any opioid,White (Non-Hispanic),25.5,2020
Any opioid,Black (Non-Hispanic),26.6,2020
Any opioid,Asian (Non-Hispanic),2.6,2020
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),6.0,2020
Any opioid,Hispanic,13.1,2020
Any opioid,American Indian or Alaska Native (Non-Hispanic),28.1,2020
Prescription opioids,Overall,4.9,2020
Prescription opioids,White (Non-Hispanic),6.3,2020
Prescription opioids,Black (Non-Hispanic),4.7,2020
Prescription opioids,Asian (Non-Hispanic),0.5,2020
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2020
Prescription opioids,Hispanic,2.5,2020
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),6.5,2020
Synthetic opioids,Overall,17.8,2020
Synthetic opioids,White (Non-Hispanic),20.9,2020
Synthetic opioids,Black (Non-Hispanic),24.1,2020
Synthetic opioids,Asian (Non-Hispanic),2.2,2020
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),4.5,2020
Synthetic opioids,Hispanic,10.7,2020
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),21.6,2020
Heroin,Overall,4.1,2020
Heroin,White (Non-Hispanic),4.8,2020
Heroin,Black (Non-Hispanic),5.0,2020
Heroin,Asian (Non-Hispanic),0.5,2020
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2020
Heroin,Hispanic,3.0,2020
Heroin,American Indian or Alaska Native (Non-Hispanic),5.4,2020
Stimulants,Overall,12.6,2020
Stimulants,White (Non-Hispanic),13.9,2020
Stimulants,Black (Non-Hispanic),18.1,2020
Stimulants,Asian (Non-Hispanic),2.2,2020
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),9.4,2020
Stimulants,Hispanic,8.6,2020
Stimulants,American Indian or Alaska Native (Non-Hispanic),22.7,2020
Cocaine,Overall,6.0,2020
Cocaine,White (Non-Hispanic),5.4,2020
Cocaine,Black (Non-Hispanic),14.3,2020
Cocaine,Asian (Non-Hispanic),1.0,2020
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2020
Cocaine,Hispanic,4.4,2020
Cocaine,American Indian or Alaska Native (Non-Hispanic),5.6,2020
Psychostimulants,Overall,7.5,2020
Psychostimulants,White (Non-Hispanic),9.4,2020
Psychostimulants,Black (Non-Hispanic),5.1,2020
Psychostimulants,Asian (Non-Hispanic),1.4,2020
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),9.0,2020
Psychostimulants,Hispanic,4.7,2020
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),17.9,2020
Total Overdose Deaths,Overall,32.4,2021
Total Overdose Deaths,White (Non-Hispanic),36.8,2021
Total Overdose Deaths,Black (Non-Hispanic),44.2,2021
Total Overdose Deaths,Asian (Non-Hispanic),4.7,2021
Total Overdose Deaths,Native Hawaiin or Other Pacific Islander (Non-Hispanic),20.1,2021
Total Overdose Deaths,Hispanic,21.1,2021
Total Overdose Deaths,American Indian or Alaska Native (Non-Hispanic),56.5,2021
Any opioid,Overall,24.7,2021
Any opioid,White (Non-Hispanic),28.4,2021
Any opioid,Black (Non-Hispanic),33.5,2021
Any opioid,Asian (Non-Hispanic),2.6,2021
Any opioid,Native Hawaiin or Other Pacific Islander (Non-Hispanic),9.7,2021
Any opioid,Hispanic,16.0,2021
Any opioid,American Indian or Alaska Native (Non-Hispanic),38.7,2021
Prescription opioids,Overall,4.9,2021
Prescription opioids,White (Non-Hispanic),6.3,2021
Prescription opioids,Black (Non-Hispanic),4.9,2021
Prescription opioids,Asian (Non-Hispanic),0.5,2021
Prescription opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2021
Prescription opioids,Hispanic,2.5,2021
Prescription opioids,American Indian or Alaska Native (Non-Hispanic),7.4,2021
Synthetic opioids,Overall,21.8,2021
Synthetic opioids,White (Non-Hispanic),24.8,2021
Synthetic opioids,Black (Non-Hispanic),31.4,2021
Synthetic opioids,Asian (Non-Hispanic),2.2,2021
Synthetic opioids,Native Hawaiin or Other Pacific Islander (Non-Hispanic),8.9,2021
Synthetic opioids,Hispanic,14.2,2021
Synthetic opioids,American Indian or Alaska Native (Non-Hispanic),33.6,2021
Heroin,Overall,1.0,2021
Heroin,White (Non-Hispanic),3.1,2021
Heroin,Black (Non-Hispanic),3.6,2021
Heroin,Asian (Non-Hispanic),0.3,2021
Heroin,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2021
Heroin,Hispanic,2.3,2021
Heroin,American Indian or Alaska Native (Non-Hispanic),4.6,2021
Stimulants,Overall,16.3,2021
Stimulants,White (Non-Hispanic),17.6,2021
Stimulants,Black (Non-Hispanic),25.0,2021
Stimulants,Asian (Non-Hispanic),2.3,2021
Stimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),13.6,2021
Stimulants,Hispanic,11.2,2021
Stimulants,American Indian or Alaska Native (Non-Hispanic),33.1,2021
Cocaine,Overall,7.3,2021
Cocaine,White (Non-Hispanic),6.2,2021
Cocaine,Black (Non-Hispanic),19.6,2021
Cocaine,Asian (Non-Hispanic),0.9,2021
Cocaine,Native Hawaiin or Other Pacific Islander (Non-Hispanic),,2021
Cocaine,Hispanic,5.4,2021
Cocaine,American Indian or Alaska Native (Non-Hispanic),7.0,2021
Psychostimulants,Overall,10.0,2021
Psychostimulants,White (Non-Hispanic),12.6,2021
Psychostimulants,Black (Non-Hispanic),7.2,2021
Psychostimulants,Asian (Non-Hispanic),1.5,2021
Psychostimulants,Native Hawaiin or Other Pacific Islander (Non-Hispanic),11.8,2021
Psychostimulants,Hispanic,6.4,2021
Psychostimulants,American Indian or Alaska Native (Non-Hispanic),27.4,2021
